state,pollster,start_date,end_date,sample_size,Trump,Harris,Other
Wisconsin,Redfield & Wilton Strategies,2024-07-22,2024-07-24,523.0,44.0,44.0,12.0
Wisconsin,Redfield & Wilton Strategies,2024-08-25,2024-08-28,672.0,44.0,48.0,8.0
Wisconsin,Redfield & Wilton Strategies,2024-10-16,2024-10-18,622.0,46.0,47.0,7.0
Wisconsin,Redfield & Wilton Strategies,2024-07-31,2024-08-03,597.0,43.0,43.0,14.0
Wisconsin,Redfield & Wilton Strategies,2024-08-12,2024-08-15,469.0,44.0,48.0,8.0
Wisconsin,Redfield & Wilton Strategies,2024-09-16,2024-09-19,600.0,47.0,47.0,6.0
Wisconsin,Remington,2024-09-16,2024-09-20,800.0,48.0,48.0,4.0
Wisconsin,Siena/NYT,2024-08-05,2024-08-08,661.0,44.25,49.5,6.25
Wisconsin,Siena/NYT,2024-09-21,2024-09-26,680.0,46.25,48.5,5.25
Wisconsin,SoCal Strategies,2024-10-28,2024-10-29,600.0,49.0,49.0,2.0
Wisconsin,Spry Strategies,2024-08-14,2024-08-20,600.0,43.8,47.099999999999994,9.100000000000009
Wisconsin,Suffolk,2024-10-20,2024-10-23,500.0,48.0,46.6,5.399999999999999
Wisconsin,TIPP,2024-08-12,2024-08-14,1015.0,44.6,46.15,9.25
Wisconsin,TIPP,2024-08-12,2024-08-14,976.0,45.9,46.7,7.399999999999999
Wisconsin,Trafalgar Group,2024-09-28,2024-09-30,1079.0,47.1,46.0,6.899999999999999
Wisconsin,Trafalgar Group,2024-08-28,2024-08-30,1083.0,47.3,46.2,6.5
Wisconsin,Trafalgar Group,2024-10-18,2024-10-20,1083.0,46.8,46.6,6.600000000000001
Wisconsin,Washington Post/George Mason University,2024-09-30,2024-10-15,695.0,46.5,50.0,3.5
Wisconsin,YouGov,2024-09-03,2024-09-06,946.0,49.0,51.0,0.0
Wisconsin,YouGov,2024-08-15,2024-08-23,500.0,41.0,46.5,12.5
Wisconsin,MassINC Polling Group,2024-09-12,2024-09-18,800.0,45.5,52.0,2.5
Wisconsin,Quinnipiac,2024-10-17,2024-10-21,1108.0,48.0,48.0,4.0
Wisconsin,Quinnipiac,2024-09-12,2024-09-16,1075.0,47.5,48.5,4.0
Wisconsin,Quinnipiac,2024-10-03,2024-10-07,1073.0,48.5,46.5,5.0
Wisconsin,co/efficient,2024-09-04,2024-09-06,917.0,47.0,47.0,6.0
Wisconsin,Fabrizio Ward,2024-08-19,2024-08-21,400.0,43.5,48.0,8.5
Wisconsin,RG Strategies,2024-09-19,2024-09-23,400.0,45.0,51.0,4.0
Wisconsin,Research Co.,2024-10-05,2024-10-07,450.0,48.0,50.0,2.0
Wisconsin,Z to A Research,2024-08-23,2024-08-26,518.0,47.0,47.0,6.0
Wisconsin,Quantus Polls and News,2024-08-14,2024-08-15,601.0,46.9,47.8,5.300000000000004
Wisconsin,Arc Insights,2024-10-02,2024-10-06,700.0,48.0,47.0,5.0
Wisconsin,BK Strategies,2024-08-19,2024-08-21,600.0,45.0,48.0,7.0
Wisconsin,Marquette Law School,2024-10-16,2024-10-24,753.0,46.5,48.0,5.5
Wisconsin,Marquette Law School,2024-10-16,2024-10-24,834.0,46.0,48.5,5.5
Wisconsin,Marquette Law School,2024-07-24,2024-08-01,801.0,47.0,48.0,5.0
Wisconsin,Marquette Law School,2024-07-24,2024-08-01,877.0,46.5,47.0,6.5
Wisconsin,Marquette Law School,2024-08-28,2024-09-05,822.0,45.5,49.5,5.0
Wisconsin,Marquette Law School,2024-08-28,2024-09-05,738.0,45.5,50.0,4.5
Wisconsin,Marquette Law School,2024-09-18,2024-09-26,798.0,46.0,50.5,3.5
Wisconsin,Marquette Law School,2024-09-18,2024-09-26,882.0,46.0,50.0,4.0
